idx,timestamp,u0,u1,u3,u4,u6,throttle,aileron,elevator,rudder,vx,vy,vz,q0,q1,q2,q3,ang_vel_x,ang_vel_y,ang_vel_z,acc_b_x,acc_b_y,acc_b_z,ang_acc_b_x,ang_acc_b_y,ang_acc_b_z,aux1,landed
560,46.8,0,0,0,0,0,0.0,0,0.6359999999999999,0,8.915178,0,0.50624835,0.992767568975704,0.0,0.1200522968962734,0.0,0,-0.009233335,0,2.4546982921659493,0,-9.49015277898642,0,0.000285404184014,0,1,0
561,46.83,0,0,0,0,0,0.0,0,0.63535,0,8.918837,0,0.5064971,0.9927841865582376,0.0,0.1199147985859063,0.0,0,-0.009234296,0,2.452222824716324,0,-9.490783561626545,0,0.0002863569861612,0,1,0
562,46.86,0,0,0,0,0,0.0,0,0.6346999999999999,0,8.9225,0,0.5067462,0.9928007868820758,0.0,0.1197772831814575,0.0,0,-0.009235237,0,2.449746315762351,0,-9.4914126894202,0,0.0002872994405583,0,1,0
563,46.89,0,0,0,0,0,0.0,0,0.63405,0,8.9261675,0,0.5069957,0.9928173699407526,0.0,0.1196397506848232,0.0,0,-0.009236157,0,2.4472688996978915,0,-9.49204045609884,0,0.000288196053011,0,1,0
564,46.92,0,0,0,0,0,0.0,0,0.6334,0,8.92984,0,0.50724554,0.9928339357278018,0.0,0.1195022010979014,0.0,0,-0.009237058,0,2.4447914154057773,0,-9.49266886003598,0,0.0002890861696284,0,1,0
565,46.95,0,0,0,0,0,0.0,0,0.63275,0,8.933517,0,0.50749576,0.992850484236756,0.0,0.1193646344225917,0.0,0,-0.00923794,0,2.4423131507122835,0,-9.49329527306571,0,0.000289932335435,0,1,0
566,46.98,0,0,0,0,0,0.0,0,0.6321,0,8.9372,0,0.50774634,0.9928670145728375,0.0,0.1192270580582311,0.0,0,-0.009238806,0,2.4398345928739134,0,-9.493922874278008,0,0.0002907758685435,0,1,0
567,47.01,0,0,0,0,0,0.0,0,0.6314500000000001,0,8.9408865,0,0.5079973,0.9928835276199393,0.0,0.119089464609533,0.0,0,-0.009239653,0,2.4373553913979618,0,-9.494549006852823,0,0.0002916149050092,0,1,0
568,47.04,0,0,0,0,0,0.0,0,0.6308,0,8.944579,0,0.5082486,0.9929000233715932,0.0,0.1189518540784015,0.0,0,-0.009240483,0,2.4348753988696084,0,-9.49517366603658,0,0.0002924475287283,0,1,0
569,47.07,0,0,0,0,0,0.0,0,0.63015,0,8.9482765,0,0.5085003,0.9929165018213312,0.0,0.1188142264667427,0.0,0,-0.009241296,0,2.432395389616922,0,-9.495799994041043,0,0.0002932776792011,0,1,0
570,47.1,0,0,0,0,0,0.0,0,0.6295,0,8.951979,0,0.5087523,0.9929329620784744,0.0,0.118676589174391,0.0,0,-0.009242092,0,2.4299146485168883,0,-9.496424806589792,0,0.000294069666781,0,1,0
571,47.13,0,0,0,0,0,0.0,0,0.62885,0,8.955686,0,0.50900465,0.9929494050228138,0.0,0.1185389348055739,0.0,0,-0.009242873,0,2.427433463882904,0,-9.4970501081301,0,0.0002948253739325,0,1,0
572,47.16,0,0,0,0,0,0.0,0,0.6282000000000001,0,8.959397,0,0.5092573,0.992965829765722,0.0,0.1184012707603736,0.0,0,-0.009243638,0,2.42495204024569,0,-9.49767473613909,0,0.0002956182817168,0,1,0
573,47.19,0,0,0,0,0,0.0,0,0.62755,0,8.963114,0,0.5095104,0.9929822371849384,0.0,0.118263589642775,0.0,0,-0.009244388,0,2.4224694303722267,0,-9.498296872993292,0,0.0002963749543213,0,1,0
574,47.22,0,0,0,0,0,0.0,0,0.6269,0,8.966835,0,0.50976384,0.9929986263938864,0.0,0.1181258988531079,0.0,0,-0.009245123,0,2.4199866596051804,0,-9.498920021736744,0,0.0002970972859457,0,1,0
575,47.25,0,0,0,0,0,0.0,0,0.62625,0,8.970561,0,0.51001763,0.993014998268254,0.0,0.1179881909951151,0.0,0,-0.009245845,0,2.4175032636236766,0,-9.499541855092785,0,0.0002978249725418,0,1,0
576,47.28,0,0,0,0,0,0.0,0,0.6255999999999999,0,8.974291,0,0.5102718,0.9930313519235152,0.0,0.1178504734693732,0.0,0,-0.009246552,0,2.4150192797024483,0,-9.500162590367763,0,0.0002985221993852,0,1,0
577,47.31,0,0,0,0,0,0.0,0,0.62495,0,8.978025,0,0.51052636,0.9930476882333064,0.0,0.1177127388793836,0.0,0,-0.009247247,0,2.412534380238393,0,-9.500781107110498,0,0.0002992248383523,0,1,0
578,47.34,0,0,0,0,0,0.0,0,0.6243000000000001,0,8.981765,0,0.5107814,0.9930640063151536,0.0,0.1175749946259691,0.0,0,-0.009247929,0,2.4100489629435784,0,-9.501399060093458,0,0.0002998609987139,0,1,0
579,47.37,0,0,0,0,0,0.0,0,0.62365,0,8.985509,0,0.5110369,0.9930803070406397,0.0,0.1174372333123904,0.0,0,-0.009248599,0,2.40756322556665,0,-9.50201651073987,0,0.0003005064276371,0,1,0
580,47.4,0,0,0,0,0,0.0,0,0.623,0,8.989258,0,0.51129276,0.9930965895293437,0.0,0.1172994623397159,0.0,0,-0.009249259,0,2.405077104106672,0,-9.50263335275862,0,0.0003011611930051,0,1,0
581,47.43,0,0,0,0,0,0.0,0,0.62235,0,8.993011,0,0.5115491,0.9931128537778724,0.0,0.1171616817102332,0.0,0,-0.009249907,0,2.402590298860233,0,-9.503248429584998,0,0.0003017532288805,0,1,0
582,47.46,0,0,0,0,0,0.0,0,0.6217,0,8.99677,0,0.5118059,0.9931291006547296,0.0,0.1170238840268424,0.0,0,-0.009250545,0,2.40010345671948,0,-9.50386466008306,0,0.0003023204509197,0,1,0
583,47.49,0,0,0,0,0,0.0,0,0.62105,0,9.000533,0,0.5120631,0.993145329282573,0.0,0.1168860766909795,0.0,0,-0.0092511745,0,2.3976160532842643,0,-9.5044793934242,0,0.0003029028199976,0,1,0
584,47.52,0,0,0,0,0,0.0,0,0.6204000000000001,0,9.004301,0,0.51232076,0.99316153965801,0.0,0.1167482597049351,0.0,0,-0.009251795,0,2.3951283590668115,0,-9.505094019333342,0,0.000303462321332,0,1,0
585,47.55,0,0,0,0,0,0.0,0,0.61975,0,9.008074,0,0.51257885,0.993177731777648,0.0,0.1166104330710006,0.0,0,-0.009252406,0,2.3926400937929184,0,-9.505707111738698,0,0.0003039989443971,0,1,0
586,47.58,0,0,0,0,0,0.0,0,0.6191,0,9.011851,0,0.51283735,0.9931939065058828,0.0,0.1164725893915973,0.0,0,-0.009253009,0,2.3901514777616804,0,-9.506320374277506,0,0.0003045165333908,0,1,0
587,47.61,0,0,0,0,0,0.0,0,0.6184499999999999,0,9.015634,0,0.51309633,0.9932100629694796,0.0,0.116334736068649,0.0,0,-0.009253605,0,2.387662430873227,0,-9.5069326365245,0,0.0003050150686062,0,1,0
588,47.64,0,0,0,0,0,0.0,0,0.6178,0,9.019421,0,0.51335573,0.993226201165046,0.0,0.1161968731044501,0.0,0,-0.009254195,0,2.3851729131647987,0,-9.507544460246942,0,0.0003055327525327,0,1,0
589,47.67,0,0,0,0,0,0.0,0,0.6171500000000001,0,9.023212,0,0.5136156,0.9932423210891892,0.0,0.1160590005012961,0.0,0,-0.009254777,0,2.3826830594792066,0,-9.508154897609174,0,0.0003059951134205,0,1,0
590,47.7,0,0,0,0,0,0.0,0,0.6165,0,9.027009,0,0.51387596,0.9932584227385172,0.0,0.1159211182614833,0.0,0,-0.009255353,0,2.380192900979238,0,-9.508765178369805,0,0.000306442251978,0,1,0
591,47.73,0,0,0,0,0,0.0,0,0.61585,0,9.03081,0,0.51413673,0.993274506109638,0.0,0.115783226387309,0.0,0,-0.009255924,0,2.377702509347308,0,-9.509375529435818,0,0.0003068741671589,0,1,0
592,47.76,0,0,0,0,0,0.0,0,0.6152,0,9.034616,0,0.5143979,0.9932905720607836,0.0,0.1156453174804797,0.0,0,-0.0092564905,0,2.3752114763188423,0,-9.509984783388877,0,0.0003073291848937,0,1,0
593,47.79,0,0,0,0,0,0.0,0,0.6145499999999999,0,9.038427,0,0.5146596,0.993306619724883,0.0,0.1155073989436468,0.0,0,-0.009257051,0,2.372719871748191,0,-9.510592568555172,0,0.000307732590294,0,1,0
594,47.82,0,0,0,0,0,0.0,0,0.6139,0,9.042243,0,0.5149217,0.9933226490985434,0.0,0.1153694707791105,0.0,0,-0.009257608,0,2.370228267653277,0,-9.511201268618745,0,0.0003081610773142,0,1,0
595,47.85,0,0,0,0,0,0.0,0,0.6132500000000001,0,9.046063,0,0.51518434,0.9933386601783732,0.0,0.1152315329891719,0.0,0,-0.00925816,0,2.367736001533669,0,-9.511807297945555,0,0.0003085398158735,0,1,0
596,47.88,0,0,0,0,0,0.0,0,0.6126,0,9.049889,0,0.5154474,0.99335465296098,0.0,0.115093585576133,0.0,0,-0.00925871,0,2.365243433478636,0,-9.51241363599057,0,0.0003089456357259,0,1,0
597,47.91,0,0,0,0,0,0.0,0,0.61195,0,9.053719,0,0.51571095,0.9933706274429728,0.0,0.1149556285422967,0.0,0,-0.009259256,0,2.362750270773509,0,-9.51301841695904,0,0.0003093035702755,0,1,0
598,47.94,0,0,0,0,0,0.0,0,0.6113,0,9.057553,0,0.51597494,0.9933865836209592,0.0,0.1148176618899668,0.0,0,-0.009259799,0,2.360257158211613,0,-9.513624024697334,0,0.0003096520614481,0,1,0
599,47.97,0,0,0,0,0,0.0,0,0.61065,0,9.061392,0,0.5162394,0.9934025214915482,0.0,0.1146796856214479,0.0,0,-0.00926034,0,2.3577634673059635,0,-9.51422780686144,0,0.0003099950030601,0,1,0
600,48.0,0,0,0,0,0,0.0,0,0.61,0,9.065235,0,0.5165044,0.99341844190475,0.0,0.1145416923375014,0.0,0,-0.009260879,0,2.355268856904316,0,-9.514829463475976,0,0.0003103304297882,0,1,0
601,48.03,0,0,0,0,0,0.0,0,0.6093500000000001,0,9.069083,0,0.51677,0.9934343440017148,0.0,0.1144036894417408,0.0,0,-0.009261416,0,2.3527739494648547,0,-9.515429807749763,0,0.00031065833628,0,1,0
602,48.06,0,0,0,0,0,0.0,0,0.6087,0,9.072936,0,0.51703614,0.9934502277790516,0.0,0.114265676936474,0.0,0,-0.009261952,0,2.350278674397477,0,-9.51602939805212,0,0.0003109420232885,0,1,0
603,48.09,0,0,0,0,0,0.0,0,0.60805,0,9.076794,0,0.5173028,0.9934660932333684,0.0,0.1141276548240094,0.0,0,-0.009262487,0,2.3477832703909995,0,-9.516628563881786,0,0.0003112220273878,0,1,0
604,48.12,0,0,0,0,0,0.0,0,0.6073999999999999,0,9.080656,0,0.51757,0.9934819403612742,0.0,0.1139896231066566,0.0,0,-0.009263023,0,2.3452876776579634,0,-9.517227527944014,0,0.0003114983550026,0,1,0
605,48.15,0,0,0,0,0,0.0,0,0.60675,0,9.084523,0,0.51783776,0.9934977691593778,0.0,0.1138515817867257,0.0,0,-0.009263558,0,2.3427917261230395,0,-9.517825671809018,0,0.0003117342108298,0,1,0
606,48.18,0,0,0,0,0,0.0,0,0.6061,0,9.088395,0,0.51810604,0.9935135796242884,0.0,0.1137135308665282,0.0,0,-0.009264096,0,2.340295564777873,0,-9.518423334023604,0,0.000311970234811,0,1,0
607,48.21,0,0,0,0,0,0.0,0,0.60545,0,9.092272,0,0.5183749,0.9935293717526148,0.0,0.1135754703483761,0.0,0,-0.009264634,0,2.3377988979283675,0,-9.519020151175477,0,0.0003121676185349,0,1,0
608,48.24,0,0,0,0,0,0.0,0,0.6048,0,9.096153,0,0.5186443,0.993545145540966,0.0,0.1134374002345823,0.0,0,-0.009265175,0,2.335302300880382,0,-9.519617019668065,0,0.0003123670842439,0,1,0
609,48.27,0,0,0,0,0,0.0,0,0.60415,0,9.1000395,0,0.5189142,0.9935609009859516,0.0,0.1132993205274607,0.0,0,-0.009265718,0,2.332805185301417,0,-9.520212994459202,0,0.0003125666818359,0,1,0
610,48.3,0,0,0,0,0,0.0,0,0.6034999999999999,0,9.10393,0,0.5191847,0.9935766380841808,0.0,0.1131612312293261,0.0,0,-0.009266264,0,2.330307798876005,0,-9.520806892244533,0,0.0003127683800879,0,1,0
611,48.33,0,0,0,0,0,0.0,0,0.60285,0,9.107826,0,0.5194558,0.993592356832263,0.0,0.1130231323424941,0.0,0,-0.009266812,0,2.327809990978348,0,-9.521400434517766,0,0.0003128982038823,0,1,0
612,48.36,0,0,0,0,0,0.0,0,0.6022000000000001,0,9.111727,0,0.5197274,0.993608058067867,0.0,0.1128850164663243,0.0,0,-0.009267366,0,2.3253121893655035,0,-9.521994875242028,0,0.0003131079787325,0,1,0
613,48.39,0,0,0,0,0,0.0,0,0.60155,0,9.115632,0,0.5199996,0.9936237409444852,0.0,0.1127468910058572,0.0,0,-0.009267921,0,2.3228135642413554,0,-9.522586479355429,0,0.0003132438297596,0,1,0
614,48.42,0,0,0,0,0,0.0,0,0.6009,0,9.119542,0,0.5202724,0.9936394054587272,0.0,0.1126087559634116,0.0,0,-0.00926848,0,2.3203150365758614,0,-9.523178362314887,0,0.0003133856186187,0,1,0
615,48.45,0,0,0,0,0,0.0,0,0.60025,0,9.123457,0,0.5205457,0.9936550516072028,0.0,0.1124706113413071,0.0,0,-0.009269044,0,2.317816002295241,0,-9.52376980921212,0,0.0003135314020372,0,1,0
616,48.48,0,0,0,0,0,0.0,0,0.5995999999999999,0,9.127377,0,0.5208196,0.9936706793865216,0.0,0.112332457141864,0.0,0,-0.009269612,0,2.315316770068017,0,-9.524359626446074,0,0.000313646008687,0,1,0
617,48.51,0,0,0,0,0,0.0,0,0.59895,0,9.1313,0,0.5210941,0.9936862887932936,0.0,0.1121942933674038,0.0,0,-0.009270186,0,2.312817086303668,0,-9.524948747364489,0,0.0003137704546827,0,1,0
618,48.54,0,0,0,0,0,0.0,0,0.5983,0,9.135228,0,0.5213692,0.9937018798241288,0.0,0.1120561200202485,0.0,0,-0.009270764,0,2.310316925699943,0,-9.525534768228905,0,0.0003138636209782,0,1,0
619,48.57,0,0,0,0,0,0.0,0,0.59765,0,9.139161,0,0.521645,0.9937174533094912,0.0,0.1119179296989494,0.0,0,-0.009271348,0,2.307816382188191,0,-9.526121209085638,0,0.0003139273880287,0,1,0
620,48.6,0,0,0,0,0,0.0,0,0.597,0,9.143099,0,0.52192146,0.993733008410078,0.0,0.1117797298093705,0.0,0,-0.009271938,0,2.3053156937153467,0,-9.526706290475095,0,0.0003140009175803,0,1,0
621,48.63,0,0,0,0,0,0.0,0,0.5963499999999999,0,9.147041,0,0.52219856,0.9937485451224992,0.0,0.1116415203538372,0.0,0,-0.009272535,0,2.302814749644348,0,-9.527290807202728,0,0.0003140842329728,0,1,0
622,48.66,0,0,0,0,0,0.0,0,0.5957,0,9.150989,0,0.5224763,0.9937640634433652,0.0,0.1115033013346756,0.0,0,-0.009273139,0,2.3003134372147063,0,-9.527874138366832,0,0.0003141026723832,0,1,0
623,48.69,0,0,0,0,0,0.0,0,0.59505,0,9.154941,0,0.5227547,0.993779563369286,0.0,0.1113650727542127,0.0,0,-0.00927375,0,2.2978122248649946,0,-9.52845759105024,0,0.0003141327768715,0,1,0
624,48.72,0,0,0,0,0,0.0,0,0.5944,0,9.158897,0,0.5230338,0.9937950457255772,0.0,0.1112268272104263,0.0,0,-0.009274369,0,2.295310729903402,0,-9.529039808260062,0,0.0003141391273224,0,1,0
625,48.75,0,0,0,0,0,0.0,0,0.59375,0,9.162859,0,0.5233136,0.9938105096780844,0.0,0.111088572109765,0.0,0,-0.009274997,0,2.2928088252384846,0,-9.529621755237375,0,0.0003141590874933,0,1,0
626,48.78,0,0,0,0,0,0.0,0,0.5931,0,9.166825,0,0.523594,0.9938259552234178,0.0,0.1109503074545587,0.0,0,-0.009275633,0,2.290306706602271,0,-9.5302018481231,0,0.0003141552205413,0,1,0
627,48.81,0,0,0,0,0,0.0,0,0.5924499999999999,0,9.170796,0,0.5238751,0.9938413823581884,0.0,0.1108120332471386,0.0,0,-0.009276277,0,2.287804659743969,0,-9.530782191649983,0,0.0003141274572525,0,1,0
628,48.84,0,0,0,0,0,0.0,0,0.5918,0,9.174772,0,0.5241569,0.9938567919035908,0.0,0.1106737420850262,0.0,0,-0.009276931,0,2.285302177200829,0,-9.531361596386557,0,0.0003140776869477,0,1,0
629,48.87,0,0,0,0,0,0.0,0,0.5911500000000001,0,9.178753,0,0.5244394,0.9938721830295906,0.0,0.1105354413751351,0.0,0,-0.009277595,0,2.2827996749035693,0,-9.531940624575366,0,0.0003140453858461,0,1,0
630,48.9,0,0,0,0,0,0.0,0,0.5905,0,9.182738,0,0.5247226,0.9938875557327992,0.0,0.1103971311197994,0.0,0,-0.0092782695,0,2.2802965858545368,0,-9.53251773887268,0,0.0003139929776671,0,1,0
631,48.93,0,0,0,0,0,0.0,0,0.58985,0,9.1867285,0,0.5250064,0.993902910831319,0.0,0.1102588039162002,0.0,0,-0.009278954,0,2.277793450581144,0,-9.533095016078862,0,0.0003139580395683,0,1,0
632,48.96,0,0,0,0,0,0.0,0,0.5892,0,9.190723,0,0.52529097,0.993918247498208,0.0,0.1101204671715985,0.0,0,-0.009279648,0,2.2752899236907376,0,-9.533670331905627,0,0.0003139009605498,0,1,0
633,48.99,0,0,0,0,0,0.0,0,0.5885499999999999,0,9.194723,0,0.5255763,0.9939335657300764,0.0,0.1099821208883315,0.0,0,-0.009280353,0,2.272786177997362,0,-9.534244603260268,0,0.000313787905221,0,1,0
634,49.02,0,0,0,0,0,0.0,0,0.5879,0,9.198728,0,0.5258623,0.9939488663419356,0.0,0.1098437576632409,0.0,0,-0.00928107,0,2.2702827250012123,0,-9.53482050290186,0,0.0003137338976293,0,1,0
635,49.05,0,0,0,0,0,0.0,0,0.58725,0,9.202737,0,0.526149,0.9939641485099348,0.0,0.1097053849039342,0.0,0,-0.009281797,0,2.267778400945653,0,-9.535392855094306,0,0.0003136218244961,0,1,0
636,49.08,0,0,0,0,0,0.0,0,0.5866,0,9.206751,0,0.5264364,0.9939794130470224,0.0,0.1095669952070276,0.0,0,-0.009282537,0,2.265274072646175,0,-9.535966222362775,0,0.000313531065251,0,1,0
637,49.11,0,0,0,0,0,0.0,0,0.58595,0,9.21077,0,0.5267246,0.9939946591314096,0.0,0.1094285959803587,0.0,0,-0.009283288,0,2.262769581776987,0,-9.536537509316926,0,0.0003134238183732,0,1,0
638,49.14,0,0,0,0,0,0.0,0,0.5852999999999999,0,9.214793,0,0.5270135,0.994009887573983,0.0,0.1092901798203193,0.0,0,-0.009284052,0,2.260264737133486,0,-9.537107654059351,0,0.0003133378952779,0,1,0
639,49.17,0,0,0,0,0,0.0,0,0.58465,0,9.218822,0,0.5273032,0.9940250975550152,0.0,0.1091517541349765,0.0,0,-0.009284827,0,2.257759517490949,0,-9.537676858436154,0,0.0003131955472226,0,1,0
640,49.2,0,0,0,0,0,0.0,0,0.584,0,9.222856,0,0.5275937,0.99404028988333,0.0,0.1090133115204977,0.0,0,-0.009285615,0,2.2552541558353245,0,-9.538245247516407,0,0.0003130744745042,0,1,0
641,49.23,0,0,0,0,0,0.0,0,0.58335,0,9.226894,0,0.5278849,0.994055463741263,0.0,0.1088748593851794,0.0,0,-0.009286416,0,2.2527491210504724,0,-9.538815194260057,0,0.0003129387110406,0,1,0
642,49.26,0,0,0,0,0,0.0,0,0.5827,0,9.230938,0,0.52817684,0.9940706199355742,0.0,0.1087363903249651,0.0,0,-0.009287229,0,2.250243856117003,0,-9.539383914199062,0,0.0003127862266155,0,1,0
643,49.29,0,0,0,0,0,0.0,0,0.58205,0,9.234986,0,0.5284695,0.9940857584597796,0.0,0.1085979043418639,0.0,0,-0.009288056,0,2.247738108271139,0,-9.539951985557837,0,0.0003126589482857,0,1,0
644,49.32,0,0,0,0,0,0.0,0,0.5813999999999999,0,9.239039,0,0.52876294,0.9941008784993092,0.0,0.1084594088445157,0.0,0,-0.009288896,0,2.2452320588120047,0,-9.540517250980464,0,0.0003125168671523,0,1,0
645,49.35,0,0,0,0,0,0.0,0,0.58075,0,9.243097,0,0.52905715,0.9941159808578272,0.0,0.1083208964285292,0.0,0,-0.009289749,0,2.242725734966367,0,-9.541082973635708,0,0.0003123599232745,0,1,0
646,49.38,0,0,0,0,0,0.0,0,0.5801,0,9.24716,0,0.5293521,0.9941310655288488,0.0,0.1081823670959184,0.0,0,-0.009290616,0,2.2402193062472797,0,-9.541647385890204,0,0.0003122281700815,0,1,0
647,49.41,0,0,0,0,0,0.0,0,0.57945,0,9.251227,0,0.52964795,0.9941461317008986,0.0,0.1080438282556649,0.0,0,-0.009291496,0,2.2377123145939057,0,-9.542209516600002,0,0.0003120433295632,0,1,0
648,49.44,0,0,0,0,0,0.0,0,0.5788,0,9.2553,0,0.52994454,0.9941611801745448,0.0,0.1079052725030443,0.0,0,-0.00929239,0,2.23520542251316,0,-9.542772420128593,0,0.0003118836294329,0,1,0
649,49.47,0,0,0,0,0,0.0,0,0.5781499999999999,0,9.259377,0,0.53024197,0.9941762109433012,0.0,0.1077666998400751,0.0,0,-0.009293298,0,2.2326979575986714,0,-9.543333000195329,0,0.0003117108722719,0,1,0
650,49.5,0,0,0,0,0,0.0,0,0.5774999999999999,0,9.263458,0,0.5305402,0.9941912240006808,0.0,0.1076281102687778,0.0,0,-0.00929422,0,2.2301903032464856,0,-9.543892768487494,0,0.0003115249997486,0,1,0
651,49.53,0,0,0,0,0,0.0,0,0.57685,0,9.267546,0,0.5308394,0.9942062193401966,0.0,0.1074895037911742,0.0,0,-0.009295157,0,2.2276825462772245,0,-9.544451696366334,0,0.0003113259630697,0,1,0
652,49.56,0,0,0,0,0,0.0,0,0.5762,0,9.271638,0,0.5311393,0.9942211969553608,0.0,0.1073508804092882,0.0,0,-0.009296109,0,2.2251749197432447,0,-9.545011752190774,0,0.0003111540230968,0,1,0
653,49.59,0,0,0,0,0,0.0,0,0.57555,0,9.275735,0,0.5314401,0.9942361568396858,0.0,0.1072122401251451,0.0,0,-0.009297076,0,2.22266679126568,0,-9.545569388553288,0,0.0003109708496071,0,1,0
654,49.62,0,0,0,0,0,0.0,0,0.5749,0,9.279837,0,0.5317417,0.994251098188922,0.0,0.1070735903485198,0.0,0,-0.009298056,0,2.2201586972563083,0,-9.546126702942582,0,0.0003107359953014,0,1,0
655,49.65,0,0,0,0,0,0.0,0,0.5742499999999999,0,9.283943,0,0.5320441,0.9942660217964072,0.0,0.1069349236739158,0.0,0,-0.009299054,0,2.217650311236865,0,-9.546682919121332,0,0.0003105321394546,0,1,0
656,49.68,0,0,0,0,0,0.0,0,0.5735999999999999,0,9.288054,0,0.53234744,0.9942809276556523,0.0,0.106796240103363,0.0,0,-0.009300066,0,2.2151416081475097,0,-9.54723781949191,0,0.0003103168746547,0,1,0
657,49.71,0,0,0,0,0,0.0,0,0.57295,0,9.2921715,0,0.53265166,0.9942958165548286,0.0,0.1066575322308121,0.0,0,-0.009301094,0,2.212632424400887,0,-9.547791768519458,0,0.0003100901641323,0,1,0
658,49.74,0,0,0,0,0,0.0,0,0.5723,0,9.296293,0,0.5329567,0.9943106876907176,0.0,0.1065188074661562,0.0,0,-0.009302138,0,2.2101236010917886,0,-9.548346115417386,0,0.0003098924691569,0,1,0
659,49.77,0,0,0,0,0,0.0,0,0.57165,0,9.30042,0,0.53326267,0.9943255410568288,0.0,0.1063800658114308,0.0,0,-0.009303197,0,2.2076141801892213,0,-9.548898493436724,0,0.0003096446913077,0,1,0
660,49.8,0,0,0,0,0,0.0,0,0.571,0,9.304551,0,0.5335695,0.9943403766466709,0.0,0.1062413072686732,0.0,0,-0.009304273,0,2.205104914291768,0,-9.549450823362942,0,0.0003094278722684,0,1,0
661,49.83,0,0,0,0,0,0.0,0,0.5703499999999999,0,9.308687,0,0.5338773,0.9943551944537516,0.0,0.1061025318399224,0.0,0,-0.009305364,0,2.2025949440759494,0,-9.550000573122578,0,0.0003091627770272,0,1,0
662,49.86,0,0,0,0,0,0.0,0,0.5697,0,9.312829,0,0.534186,0.9943699944715788,0.0,0.105963739527219,0.0,0,-0.009306473,0,2.2000851728760424,0,-9.550550218187388,0,0.0003088879534673,0,1,0
663,49.89,0,0,0,0,0,0.0,0,0.56905,0,9.316976,0,0.53449553,0.9943847766936597,0.0,0.1058249303326056,0.0,0,-0.009307599,0,2.1975755667202272,0,-9.551101330563746,0,0.0003086460340459,0,1,0
664,49.92,0,0,0,0,0,0.0,0,0.5684,0,9.321127,0,0.534806,0.9943995419009234,0.0,0.1056860968492721,0.0,0,-0.009308741,0,2.1950653047841406,0,-9.551649216369864,0,0.000308396314955,0,1,0
665,49.95,0,0,0,0,0,0.0,0,0.56775,0,9.325283,0,0.5351174,0.9944142892973848,0.0,0.1055472464878987,0.0,0,-0.009309901,0,2.1925548735787808,0,-9.552196545642396,0,0.0003081387497808,0,1,0
666,49.98,0,0,0,0,0,0.0,0,0.5670999999999999,0,9.329445,0,0.5354297,0.994429018876549,0.0,0.1054083792505331,0.0,0,-0.009311077,0,2.1900440728023467,0,-9.552742161585194,0,0.0003078713042635,0,1,0
667,50.01,0,0,0,0,0,0.0,0,0.5664499999999999,0,9.3336115,0,0.53574294,0.99444373141624,0.0,0.1052694877300419,0.0,0,-0.009312271,0,2.187533466474915,0,-9.55328913906528,0,0.0003075979042113,0,1,0
668,50.04,0,0,0,0,0,0.0,0,0.5658,0,9.337783,0,0.5360571,0.9944584261235732,0.0,0.1051305793374405,0.0,0,-0.009313483,0,2.1850224797446174,0,-9.55383436060009,0,0.0003073573751256,0,1,0
669,50.07,0,0,0,0,0,0.0,0,0.56515,0,9.34196,0,0.53637224,0.9944731037743012,0.0,0.1049916466653803,0.0,0,-0.00931471,0,2.1825110803305683,0,-9.55437737638074,0,0.0003071048730668,0,1,0
670,50.1,0,0,0,0,0,0.0,0,0.5645,0,9.346142,0,0.5366883,0.9944877635776078,0.0,0.1048526971251,0.0,0,-0.009315955,0,2.179999708733768,0,-9.554921134755148,0,0.0003068073660434,0,1,0
671,50.13,0,0,0,0,0,0.0,0,0.56385,0,9.350328,0,0.53700536,0.9945024055269956,0.0,0.1047137307186568,0.0,0,-0.009317218,0,2.1774882434572804,0,-9.555464032338769,0,0.000306542674688,0,1,0
672,50.16,0,0,0,0,0,0.0,0,0.5631999999999999,0,9.354521,0,0.5373234,0.9945170303951084,0.0,0.1045747400383804,0.0,0,-0.009318499,0,2.1749763348113538,0,-9.5560046762934,0,0.0003062308214935,0,1,0
673,50.19,0,0,0,0,0,0.0,0,0.5625499999999999,0,9.358718,0,0.53764236,0.9945316381723412,0.0,0.1044357250860048,0.0,0,-0.009319798,0,2.1724647382474678,0,-9.556546959363711,0,0.0003059928195232,0,1,0
674,50.22,0,0,0,0,0,0.0,0,0.5619,0,9.36292,0,0.5379623,0.9945462280720152,0.0,0.1042966932732136,0.0,0,-0.009321114,0,2.1699524003051724,0,-9.557085962752597,0,0.0003056684272267,0,1,0
675,50.25,0,0,0,0,0,0.0,0,0.56125,0,9.367127,0,0.5382832,0.9945608008636658,0.0,0.1041576371920161,0.0,0,-0.009322449,0,2.1674400171202035,0,-9.55762501957503,0,0.0003054159389979,0,1,0
676,50.28,0,0,0,0,0,0.0,0,0.5606,0,9.37134,0,0.53860515,0.9945753565376833,0.0,0.1040185568441536,0.0,0,-0.009323801,0,2.164927368504022,0,-9.558163276397623,0,0.0003051179835983,0,1,0
677,50.31,0,0,0,0,0,0.0,0,0.55995,0,9.375557,0,0.5389281,0.9945898943104944,0.0,0.103879459641642,0.0,0,-0.009325171,0,2.1624147782751737,0,-9.558700547986083,0,0.0003048136016125,0,1,0
678,50.34,0,0,0,0,0,0.0,0,0.5592999999999999,0,9.37978,0,0.53925204,0.9946044149485228,0.0,0.1037403381761717,0.0,0,-0.0093265595,0,2.1599016725496933,0,-9.559236426503247,0,0.0003045420063794,0,1,0
