idx,timestamp,u0,u1,u3,u4,u6,throttle,aileron,elevator,rudder,vx,vy,vz,q0,q1,q2,q3,ang_vel_x,ang_vel_y,ang_vel_z,acc_b_x,acc_b_y,acc_b_z,ang_acc_b_x,ang_acc_b_y,ang_acc_b_z,aux1
359,40.769999999999996,0,0,0,0,0,0.0,0,0.76665,0,8.275537,0,0.46816322,0.989186340174885,0.0,0.14666418926042132,0.0,0,-0.008459803,0,2.935647478498626,0,-9.358443157254698,0,0.00020091325726907832,0,1
360,40.8,0,0,0,0,0,0.0,0,0.766,0,8.278356,0,0.46823606,0.989204943644949,0.0,0.1465386620260785,0.0,0,-0.008461981,0,2.9332903345490426,0,-9.359119353967602,0,0.00019693780991213508,0,1
361,40.83,0,0,0,0,0,0.0,0,0.76535,0,8.281177,0,0.46831068,0.989223535549123,0.0,0.14641310295083917,0.0,0,-0.008464284,0,2.930934627291874,0,-9.35979487247379,0,0.00019303877233173083,0,1
362,40.86,0,0,0,0,0,0.0,0,0.7646999999999999,0,8.2839985,0,0.46838704,0.9892421158758815,0.0,0.14628751203506402,0.0,0,-0.00846671,0,2.9285804508791404,0,-9.360471707265768,0,0.00018921432913047504,0,1
363,40.89,0,0,0,0,0,0.0,0,0.76405,0,8.286821,0,0.46846515,0.9892606867916782,0.0,0.14616187453798316,0.0,0,-0.008469257,0,2.9262267256119117,0,-9.361147147406916,0,0.00018548969158712386,0,1
364,40.92,0,0,0,0,0,0.0,0,0.7634,0,8.289646,0,0.46854505,0.9892792461032553,0.0,0.14603620520054203,0.0,0,-0.00847192,0,2.923873817064349,0,-9.361819829609981,0,0.00018182705239872134,0,1
365,40.949999999999996,0,0,0,0,0,0.0,0,0.76275,0,8.292472,0,0.4686267,0.9892977959733134,0.0,0.1459104892814234,0.0,0,-0.008474699,0,2.921522069374824,0,-9.362493265751523,0,0.00017825524082019296,0,1
366,40.98,0,0,0,0,0,0.0,0,0.7621,0,8.2953,0,0.46871015,0.9893163363846932,0.0,0.14578472678016963,0.0,0,-0.008477591,0,2.919170959156516,0,-9.363165107537537,0,0.00017473639177256474,0,1
367,41.01,0,0,0,0,0,0.0,0,0.76145,0,8.298128,0,0.46879533,0.9893348673202288,0.0,0.1456589176963266,0.0,0,-0.008480594,0,2.9168212349903304,0,-9.363837700552326,0,0.00017133007462316998,0,1
368,41.04,0,0,0,0,0,0.0,0,0.7608,0,8.300959,0,0.46888226,0.9893533887627485,0.0,0.1455330620294436,0.0,0,-0.008483704,0,2.914471659497075,0,-9.364507360231789,0,0.00016799842914196208,0,1
369,41.07,0,0,0,0,0,0.0,0,0.76015,0,8.30379,0,0.46897095,0.9893719006950739,0.0,0.14540715977907342,0.0,0,-0.00848692,0,2.912122925531253,0,-9.365177599238434,0,0.00016473788421704055,0,1
370,41.1,0,0,0,0,0,0.0,0,0.7595000000000001,0,8.306623,0,0.46906146,0.9893904031000202,0.0,0.14528121094477225,0.0,0,-0.008490239,0,2.909774782887632,0,-9.365845082213589,0,0.00016154300074678994,0,1
371,41.129999999999995,0,0,0,0,0,0.0,0,0.75885,0,8.309459,0,0.46915373,0.9894088981233781,0.0,0.14515520078275834,0.0,0,-0.00849366,0,2.907427619207936,0,-9.366513132754122,0,0.00015844095089585165,0,1
372,41.16,0,0,0,0,0,0.0,0,0.7582,0,8.312296,0,0.46924776,0.9894273835812123,0.0,0.14502914403538544,0.0,0,-0.0084971795,0,2.905081205016108,0,-9.367180392018355,0,0.0001553955801658133,0,1
373,41.19,0,0,0,0,0,0.0,0,0.75755,0,8.315135,0,0.4693435,0.9894458616155408,0.0,0.14490302595832835,0.0,0,-0.008500797,0,2.9027352246878775,0,-9.367847669263236,0,0.0001524666992238772,0,1
374,41.22,0,0,0,0,0,0.0,0,0.7569,0,8.317976,0,0.469441,0.9894643300461686,0.0,0.14477686129449951,0.0,0,-0.008504507,0,2.9003901382511827,0,-9.368514546361231,0,0.00014958374789301865,0,1
375,41.25,0,0,0,0,0,0.0,0,0.75625,0,8.320819,0,0.4695402,0.9894827910113378,0.0,0.1446506352990308,0.0,0,-0.00850831,0,2.8980458040377197,0,-9.369180836096092,0,0.00014677573304009401,0,1
376,41.28,0,0,0,0,0,0.0,0,0.7556,0,8.323664,0,0.46964112,0.9895012444881771,0.0,0.14452434797067532,0.0,0,-0.008512202,0,2.895701814183466,0,-9.369846348304696,0,0.00014406817964193904,0,1
377,41.309999999999995,0,0,0,0,0,0.0,0,0.75495,0,8.32651,0,0.46974376,0.9895196904538038,0.0,0.14439799930819044,0.0,0,-0.008516181,0,2.893357916373659,0,-9.37051090120981,0,0.00014139572389201583,0,1
378,41.339999999999996,0,0,0,0,0,0.0,0,0.7543,0,8.329359,0,0.4698481,0.9895381288853246,0.0,0.1442715893103378,0.0,0,-0.0085202465,0,2.8910150595312167,0,-9.371174855813784,0,0.00013884751228014159,0,1
379,41.37,0,0,0,0,0,0.0,0,0.7536499999999999,0,8.332211,0,0.4699542,0.9895565597598344,0.0,0.14414511797588325,0.0,0,-0.008524394,0,2.888671780113733,0,-9.37183707703884,0,0.00013635274311920824,0,1
380,41.4,0,0,0,0,0,0.0,0,0.753,0,8.335064,0,0.47006196,0.9895749830544174,0.0,0.144018585303597,0.0,0,-0.008528622,0,2.886330194697174,0,-9.372501802987793,0,0.00013391142835107335,0,1
381,41.43,0,0,0,0,0,0.0,0,0.75235,0,8.337919,0,0.4701714,0.9895933987461467,0.0,0.14389199129225352,0.0,0,-0.008532928,0,2.8839884751072615,0,-9.373165168392001,0,0.00013154916367622523,0,1
382,41.46,0,0,0,0,0,0.0,0,0.7517,0,8.340777,0,0.4702825,0.9896118089543543,0.0,0.14376532119426647,0.0,0,-0.008537312,0,2.8816470895914805,0,-9.373826969567183,0,0.00012929335861403324,0,1
383,41.49,0,0,0,0,0,0.0,0,0.75105,0,8.343637,0,0.47039527,0.989630211510044,0.0,0.14363858975423555,0.0,0,-0.008541768,0,2.879305975921952,0,-9.374488604239632,0,0.0001270749020849235,0,1
384,41.519999999999996,0,0,0,0,0,0.0,0,0.7504,0,8.3465,0,0.4705097,0.9896486063902526,0.0,0.1435117969709485,0.0,0,-0.008546297,0,2.87696530101407,0,-9.375150580582073,0,0.00012492295527491182,0,1
385,41.55,0,0,0,0,0,0.0,0,0.7497499999999999,0,8.349365,0,0.47062576,0.989666995708608,0.0,0.1433849280960099,0.0,0,-0.008550896,0,2.8746250713053128,0,-9.375812573771567,0,0.00012286508249280596,0,1
386,41.58,0,0,0,0,0,0.0,0,0.7491,0,8.352233,0,0.47074348,0.9896853794364506,0.0,0.14325798312739435,0.0,0,-0.008555563,0,2.8722846235720474,0,-9.376472795633186,0,0.0001208959156917867,0,1
387,41.61,0,0,0,0,0,0.0,0,0.7484500000000001,0,8.3551035,0,0.47086284,0.9897037554122857,0.0,0.14313097681081663,0.0,0,-0.008560294,0,2.869944612214445,0,-9.37713338156973,0,0.00011897722373079485,0,1
388,41.64,0,0,0,0,0,0.0,0,0.7478,0,8.357976,0,0.47098377,0.9897221257440245,0.0,0.14300389439707348,0.0,0,-0.008565089,0,2.8676051402181386,0,-9.377794535346354,0,0.00011714019867362141,0,1
389,41.67,0,0,0,0,0,0.0,0,0.74715,0,8.360851,0,0.47110638,0.989740490402959,0.0,0.14287673588415412,0.0,0,-0.008569945,0,2.865264940057967,0,-9.378453345107362,0,0.00011537944825655677,0,1
390,41.699999999999996,0,0,0,0,0,0.0,0,0.7464999999999999,0,8.3637295,0,0.47123057,0.9897588493603637,0.0,0.14274950127005265,0.0,0,-0.008574859,0,2.8629252652856936,0,-9.379112487598846,0,0.00011368964647997916,0,1
391,41.73,0,0,0,0,0,0.0,0,0.7458499999999999,0,8.366611,0,0.47135636,0.9897772025874964,0.0,0.14262219055276817,0.0,0,-0.00857983,0,2.8605857657414213,0,-9.379771409373278,0,0.0001120654469799293,0,1
392,41.76,0,0,0,0,0,0.0,0,0.7452,0,8.369494,0,0.47148374,0.989795550055597,0.0,0.14249480373030476,0.0,0,-0.008584855,0,2.8582462504425314,0,-9.380430684850886,0,0.00011050508889501621,0,1
393,41.79,0,0,0,0,0,0.0,0,0.74455,0,8.372381,0,0.47161266,0.9898138917358886,0.0,0.14236734080067148,0.0,0,-0.008589933,0,2.855906709048145,0,-9.381089717200101,0,0.00010903447700202097,0,1
394,41.82,0,0,0,0,0,0.0,0,0.7439,0,8.375271,0,0.47174317,0.9898322275995768,0.0,0.1422398017618824,0.0,0,-0.008595061,0,2.85356750747835,0,-9.381748294910592,0,0.00010758755108349165,0,1
395,41.85,0,0,0,0,0,0.0,0,0.74325,0,8.378163,0,0.4718752,0.9898505576178499,0.0,0.14211218661195654,0.0,0,-0.008600238,0,2.851228206098683,0,-9.382407976876303,0,0.0001062563724427558,0,1
396,41.879999999999995,0,0,0,0,0,0.0,0,0.7425999999999999,0,8.381059,0,0.47200876,0.9898688817618791,0.0,0.14198449534891805,0.0,0,-0.008605461,0,2.8488887665851674,0,-9.383065276480536,0,0.00010493993963733882,0,1
397,41.91,0,0,0,0,0,0.0,0,0.74195,0,8.383957,0,0.47214386,0.9898872021166482,0.0,0.14185671322032728,0.0,0,-0.008610728,0,2.8465492550179596,0,-9.38372365059096,0,0.00010376177202348657,0,1
398,41.94,0,0,0,0,0,0.0,0,0.7413,0,8.386859,0,0.47228047,0.9899055165356534,0.0,0.14172885497414137,0.0,0,-0.008616038,0,2.8442090409161276,0,-9.38438057596783,0,0.00010262072843711101,0,1
399,41.97,0,0,0,0,0,0.0,0,0.74065,0,8.389764,0,0.47241858,0.9899238249900109,0.0,0.14160092060839982,0.0,0,-0.008621387,0,2.841869470222946,0,-9.385038776662597,0,0.00010151507683595785,0,1
400,42.0,0,0,0,0,0,0.0,0,0.74,0,8.392672,0,0.47255817,0.9899421295589297,0.0,0.14147289536985996,0.0,0,-0.008626776,0,2.8395296065770785,0,-9.385696698646397,0,0.0001005058313826376,0,1
401,42.03,0,0,0,0,0,0.0,0,0.73935,0,8.395583,0,0.47269922,0.9899604281015632,0.0,0.1413447940073133,0.0,0,-0.0086322,0,2.8371892471612696,0,-9.38635391392777,0,9.955263240571937e-05,0,1
402,42.059999999999995,0,0,0,0,0,0.0,0,0.7386999999999999,0,8.398498,0,0.4728417,0.9899787205889721,0.0,0.14121661651881487,0.0,0,-0.008637658,0,2.8348493623343054,0,-9.387012168069607,0,9.86870510964894e-05,0,1
403,42.089999999999996,0,0,0,0,0,0.0,0,0.73805,0,8.401415,0,0.47298568,0.9899970090945801,0.0,0.14108834815031976,0.0,0,-0.0086431485,0,2.8325086255344827,0,-9.387668564338945,0,9.784085307844182e-05,0,1
404,42.12,0,0,0,0,0,0.0,0,0.7374,0,8.404336,0,0.47313112,0.9900152914832084,0.0,0.1409600036514533,0.0,0,-0.00864867,0,2.830167754171244,0,-9.388325199127092,0,9.707514243286197e-05,0,1
405,42.15,0,0,0,0,0,0.0,0,0.73675,0,8.40726,0,0.47327796,0.9900335698244167,0.0,0.14083156826763635,0.0,0,-0.008654221,0,2.8278264689313346,0,-9.388982076615745,0,9.638650113923494e-05,0,1
406,42.18,0,0,0,0,0,0.0,0,0.7361,0,8.410188,0,0.47342625,0.9900518440834479,0.0,0.14070304199612776,0.0,0,-0.008659799,0,2.8254847842984074,0,-9.389637613170244,0,9.573801523280978e-05,0,1
407,42.21,0,0,0,0,0,0.0,0,0.7354499999999999,0,8.413119,0,0.47357595,0.9900701121307987,0.0,0.14057443958738644,0.0,0,-0.0086654015,0,2.823142901491736,0,-9.390294735134495,0,9.515768030426863e-05,0,1
408,42.239999999999995,0,0,0,0,0,0.0,0,0.7348,0,8.416054,0,0.47372702,0.9900883760302206,0.0,0.14044574628603249,0.0,0,-0.008671028,0,2.820801142170081,0,-9.39095263917911,0,9.46438643289633e-05,0,1
409,42.269999999999996,0,0,0,0,0,0.0,0,0.7341500000000001,0,8.418992,0,0.47387946,0.9901066357468867,0.0,0.14031696208934147,0.0,0,-0.008676675,0,2.81845830822974,0,-9.391608598452658,0,9.422278451140258e-05,0,1
410,42.3,0,0,0,0,0,0.0,0,0.7335,0,8.421934,0,0.4740333,0.9901248891569804,0.0,0.14018810174860522,0.0,0,-0.008682341,0,2.8161151960909727,0,-9.392263961529794,0,9.382592640352853e-05,0,1
411,42.33,0,0,0,0,0,0.0,0,0.73285,0,8.42488,0,0.4741885,0.9901431383184338,0.0,0.14005915050764398,0.0,0,-0.008688025,0,2.8137718218576304,0,-9.39292027298146,0,9.348315437403553e-05,0,1
412,42.36,0,0,0,0,0,0.0,0,0.7322,0,8.427829,0,0.474345,0.99016138319635,0.0,0.13993010836375014,0.0,0,-0.008693725,0,2.8114283637405593,0,-9.393578470873752,0,9.319282932568355e-05,0,1
413,42.39,0,0,0,0,0,0.0,0,0.7315499999999999,0,8.430781,0,0.47450286,0.9901796216726104,0.0,0.13980099006904792,0.0,0,-0.0086994395,0,2.8090838601159223,0,-9.39423411309941,0,9.295133587264035e-05,0,1
414,42.42,0,0,0,0,0,0.0,0,0.7309,0,8.433738,0,0.47466207,0.9901978557993165,0.0,0.13967178086655843,0.0,0,-0.008705167,0,2.8067389444977966,0,-9.39488931685053,0,9.278685559133301e-05,0,1
415,42.449999999999996,0,0,0,0,0,0.0,0,0.7302500000000001,0,8.436698,0,0.47482258,0.9902160855415012,0.0,0.13954248075359105,0.0,0,-0.008710906,0,2.8043937095404297,0,-9.395545570979793,0,9.266417917951376e-05,0,1
416,42.48,0,0,0,0,0,0.0,0,0.7296,0,8.439662,0,0.47498438,0.9902343108641727,0.0,0.13941308972746078,0.0,0,-0.008716654,0,2.802047821769519,0,-9.396201937404005,0,9.261152326309004e-05,0,1
417,42.51,0,0,0,0,0,0.0,0,0.72895,0,8.44263,0,0.47514746,0.9902525296568268,0.0,0.1392836225414011,0.0,0,-0.00872241,0,2.799701311992397,0,-9.396857611893372,0,9.256183904332485e-05,0,1
418,42.54,0,0,0,0,0,0.0,0,0.7283,0,8.445601,0,0.4753118,0.990270743963771,0.0,0.13915406443736889,0.0,0,-0.008728173,0,2.797354853400011,0,-9.397514742518146,0,9.261053928002409e-05,0,1
419,42.57,0,0,0,0,0,0.0,0,0.72765,0,8.448577,0,0.47547737,0.9902889537499436,0.0,0.1390244154126963,0.0,0,-0.00873394,0,2.7950072496879885,0,-9.398170357307905,0,9.272056402058008e-05,0,1
420,42.6,0,0,0,0,0,0.0,0,0.727,0,8.451556,0,0.4756442,0.9903071589802579,0.0,0.1388946754647214,0.0,0,-0.008739711,0,2.7926588553789418,0,-9.398826384356626,0,9.285656727541494e-05,0,1
421,42.629999999999995,0,0,0,0,0,0.0,0,0.72635,0,8.45454,0,0.4758123,0.9903253596196022,0.0,0.13876484459078797,0.0,0,-0.008745483,0,2.790309906947066,0,-9.399482460767466,0,9.30467719694979e-05,0,1
422,42.66,0,0,0,0,0,0.0,0,0.7257,0,8.457528,0,0.47598153,0.9903435535670191,0.0,0.1386349375455146,0.0,0,-0.008751256,0,2.7879611567994034,0,-9.400139889441968,0,9.329138530077953e-05,0,1
423,42.69,0,0,0,0,0,0.0,0,0.72505,0,8.46052,0,0.47615197,0.9903617428570436,0.0,0.13850493956953,0.0,0,-0.008757028,0,2.785611148399435,0,-9.400796574181681,0,9.358508440217292e-05,0,1
424,42.72,0,0,0,0,0,0.0,0,0.7243999999999999,0,8.463515,0,0.4763236,0.9903799274544939,0.0,0.1383748506601953,0.0,0,-0.008762796,0,2.7832606102093407,0,-9.401453010261939,0,9.392616908346877e-05,0,1
425,42.75,0,0,0,0,0,0.0,0,0.72375,0,8.466515,0,0.4764964,0.9903981073241639,0.0,0.13824467081487757,0.0,0,-0.008768561,0,2.7809093017618753,0,-9.40210922185626,0,9.431294031466031e-05,0,1
426,42.78,0,0,0,0,0,0.0,0,0.7231000000000001,0,8.469519,0,0.47667038,0.9904162824308225,0.0,0.1381144000309497,0.0,0,-0.008774321,0,2.7785567905862814,0,-9.402764622664263,0,9.473997792301401e-05,0,1
427,42.809999999999995,0,0,0,0,0,0.0,0,0.72245,0,8.472527,0,0.4768455,0.9904344527392139,0.0,0.1379840383057906,0.0,0,-0.008780073,0,2.7762042557533557,0,-9.403422445381146,0,9.523948298331223e-05,0,1
428,42.839999999999996,0,0,0,0,0,0.0,0,0.7218,0,8.475539,0,0.47702178,0.9904526161598789,0.0,0.1378536003956791,0.0,0,-0.008785817,0,2.7738504657162015,0,-9.404078058410192,0,9.57722473618456e-05,0,1
429,42.87,0,0,0,0,0,0.0,0,0.72115,0,8.478556,0,0.47719914,0.9904707747155812,0.0,0.13772307153965302,0.0,0,-0.008791551,0,2.7714966014945053,0,-9.404736060811608,0,9.634027853148359e-05,0,1
430,42.9,0,0,0,0,0,0.0,0,0.7204999999999999,0,8.481576,0,0.4773776,0.9904889283709949,0.0,0.13759245173510884,0.0,0,-0.008797274,0,2.7691414009741844,0,-9.405393195398473,0,9.697211502228851e-05,0,1
431,42.93,0,0,0,0,0,0.0,0,0.71985,0,8.484601,0,0.47755718,0.9905070770907691,0.0,0.137461740979449,0.0,0,-0.008802984,0,2.766785066698665,0,-9.406049214920973,0,9.763028070018738e-05,0,1
432,42.96,0,0,0,0,0,0.0,0,0.7192000000000001,0,8.48763,0,0.47773784,0.9905252187931382,0.0,0.13733095403005782,0.0,0,-0.008808681,0,2.7644287843080444,0,-9.406705824481733,0,9.831677656976406e-05,0,1
433,42.989999999999995,0,0,0,0,0,0.0,0,0.71855,0,8.490664,0,0.47791958,0.9905433554929929,0.0,0.13720007612491442,0.0,0,-0.008814363,0,2.7620712167785006,0,-9.407362682885545,0,9.902615235996828e-05,0,1
434,43.019999999999996,0,0,0,0,0,0.0,0,0.7179,0,8.493701,0,0.47810236,0.9905614871549127,0.0,0.13706910726143892,0.0,0,-0.00882003,0,2.759712867641585,0,-9.408020133690822,0,9.982474061004038e-05,0,1
435,43.05,0,0,0,0,0,0.0,0,0.7172499999999999,0,8.496743,0,0.4782862,0.9905796137434518,0.0,0.13693804743705762,0.0,0,-0.008825679,0,2.7573534935485915,0,-9.408676168091482,0,0.00010064101566072798,0,1
436,43.08,0,0,0,0,0,0.0,0,0.7166,0,8.49979,0,0.47847107,0.9905977331845583,0.0,0.13680691141025933,0.0,0,-0.00883131,0,2.75499375534786,0,-9.409333906265687,0,0.00010150545906444459,0,1
437,43.11,0,0,0,0,0,0.0,0,0.71595,0,8.502841,0,0.47865695,0.9906158474852301,0.0,0.1366756844179658,0.0,0,-0.008836921,0,2.752632851645707,0,-9.409991400695628,0,0.0001023860713124332,0,1
438,43.14,0,0,0,0,0,0.0,0,0.7153,0,8.505897,0,0.4788438,0.9906339566099512,0.0,0.13654436645762125,0.0,0,-0.008842512,0,2.7502710485993194,0,-9.410649025365892,0,0.00010334372525432898,0,1
439,43.17,0,0,0,0,0,0.0,0,0.71465,0,8.508956,0,0.47903168,0.9906520584904699,0.0,0.136412972288542,0.0,0,-0.00884808,0,2.747908466893443,0,-9.411305543844893,0,0.00010428004888631928,0,1
440,43.199999999999996,0,0,0,0,0,0.0,0,0.714,0,8.51202,0,0.47922054,0.9906701551278513,0.0,0.13628148714685784,0.0,0,-0.008853627,0,2.7455447329507896,0,-9.411962401931028,0,0.00010529188418043189,0,1
441,43.23,0,0,0,0,0,0.0,0,0.7133499999999999,0,8.515089,0,0.47941038,0.9906882444577174,0.0,0.13614992579243634,0.0,0,-0.00885915,0,2.7431803098184298,0,-9.412619274797732,0,0.00010630931352642226,0,1
442,43.26,0,0,0,0,0,0.0,0,0.7127,0,8.518163,0,0.47960114,0.9907063284771735,0.0,0.1360182734608797,0.0,0,-0.008864649,0,2.7408151689398816,0,-9.413277744199778,0,0.00010736476788518432,0,1
443,43.29,0,0,0,0,0,0.0,0,0.71205,0,8.52124,0,0.47979283,0.9907244051257212,0.0,0.13588654491260635,0.0,0,-0.008870121,0,2.738449373483626,0,-9.413936423781328,0,0.00010845665280195193,0,1
444,43.32,0,0,0,0,0,0.0,0,0.7114,0,8.5243225,0,0.47998548,0.9907424763965004,0.0,0.1357547253826914,0.0,0,-0.0088755675,0,2.736081852958592,0,-9.414593767127721,0,0.00010958318896125078,0,1
445,43.35,0,0,0,0,0,0.0,0,0.71075,0,8.52741,0,0.48017904,0.9907605402328967,0.0,0.13562282963210387,0.0,0,-0.008880986,0,2.7337136601450287,0,-9.415250698637841,0,0.00011074086411148615,0,1
446,43.379999999999995,0,0,0,0,0,0.0,0,0.7101,0,8.530501,0,0.4803735,0.9907785986240801,0.0,0.13549084289539218,0.0,0,-0.008886376,0,2.7313447629789684,0,-9.415908919620009,0,0.0001119298166498881,0,1
447,43.41,0,0,0,0,0,0.0,0,0.7094499999999999,0,8.533598,0,0.48056886,0.9907966495173258,0.0,0.13535877993407555,0.0,0,-0.008891737,0,2.7289749088351574,0,-9.416567275813525,0,0.00011314652549726342,0,1
448,43.44,0,0,0,0,0,0.0,0,0.7088,0,8.536698,0,0.48076504,0.9908146948978284,0.0,0.13522662598217616,0.0,0,-0.008897068,0,2.7266038755342628,0,-9.41722631684495,0,0.00011439304992108502,0,1
449,43.47,0,0,0,0,0,0.0,0,0.7081500000000001,0,8.5398035,0,0.48096216,0.9908327327167571,0.0,0.13509439580176322,0.0,0,-0.008902368,0,2.7242317510436775,0,-9.41788276130929,0,0.00011566576432966615,0,1
450,43.5,0,0,0,0,0,0.0,0,0.7075,0,8.542913,0,0.48116013,0.990850762944235,0.0,0.13496208939115997,0.0,0,-0.008907636,0,2.7218585660144257,0,-9.418540422162907,0,0.0001169611460977243,0,1
451,43.53,0,0,0,0,0,0.0,0,0.70685,0,8.546028,0,0.48135898,0.9908687875594869,0.0,0.13482969198359987,0.0,0,-0.008912872,0,2.7194845569782338,0,-9.419197557069436,0,0.00011828115408236805,0,1
452,43.559999999999995,0,0,0,0,0,0.0,0,0.7061999999999999,0,8.549148,0,0.48155865,0.9908868045195344,0.0,0.13469721834197618,0.0,0,-0.008918074,0,2.717109697517392,0,-9.41985645543175,0,0.00011962225873103044,0,1
453,43.589999999999996,0,0,0,0,0,0.0,0,0.7055499999999999,0,8.552272,0,0.48175913,0.9909048137944453,0.0,0.13456466846462964,0.0,0,-0.008923243,0,2.7147336646922797,0,-9.420514207713351,0,0.00012098459038635246,0,1
454,43.62,0,0,0,0,0,0.0,0,0.7049,0,8.555401,0,0.48196042,0.9909228153542701,0.0,0.13443204234990666,0.0,0,-0.008928377,0,2.712356849356066,0,-9.421172531817955,0,0.0001223990806708756,0,1
455,43.65,0,0,0,0,0,0.0,0,0.70425,0,8.558535,0,0.4821625,0.9909408111702581,0.0,0.13429932522999063,0.0,0,-0.008933475,0,2.7099788631676365,0,-9.42183116377288,0,0.0001238295989729648,0,1
456,43.68,0,0,0,0,0,0.0,0,0.7036,0,8.561673,0,0.4823654,0.990958799207252,0.0,0.13416653186887223,0.0,0,-0.008938537,0,2.707599687355041,0,-9.42248916357842,0,0.00012527626797670174,0,1
457,43.71,0,0,0,0,0,0.0,0,0.70295,0,8.564816,0,0.48256907,0.9909767794352472,0.0,0.13403366226491542,0.0,0,-0.008943561,0,2.705219415104284,0,-9.423147671542225,0,0.0001267373792603693,0,1
458,43.739999999999995,0,0,0,0,0,0.0,0,0.7022999999999999,0,8.567965,0,0.4827735,0.9909947518242217,0.0,0.13390071641649,0.0,0,-0.008948549,0,2.7028382527855115,0,-9.423806090773986,0,0.00012821305455498554,0,1
459,43.769999999999996,0,0,0,0,0,0.0,0,0.70165,0,8.571117,0,0.4829787,0.9910127163441363,0.0,0.13376769432197158,0.0,0,-0.008953498,0,2.700456306249803,0,-9.424464959356227,0,0.00012973434034186553,0,1
460,43.8,0,0,0,0,0,0.0,0,0.701,0,8.574275,0,0.48318464,0.9910306729649346,0.0,0.13363459597974142,0.0,0,-0.008958408,0,2.6980729434369395,0,-9.42512287633249,0,0.00013126681142077432,0,1
461,43.83,0,0,0,0,0,0.0,0,0.70035,0,8.577437,0,0.4833913,0.9910486216565431,0.0,0.13350142138818677,0.0,0,-0.0089632785,0,2.695688638454241,0,-9.425781225820769,0,0.00013281058718348795,0,1
462,43.86,0,0,0,0,0,0.0,0,0.6997,0,8.580605,0,0.48359874,0.9910665623888705,0.0,0.13336817054570058,0.0,0,-0.008968109,0,2.693303156890825,0,-9.426439388388868,0,0.00013436394912443695,0,1
463,43.89,0,0,0,0,0,0.0,0,0.69905,0,8.583776,0,0.48380688,0.9910844951318089,0.0,0.13323484345068162,0.0,0,-0.0089729,0,2.6909167187311933,0,-9.427097939102637,0,0.00013592701904010536,0,1
464,43.92,0,0,0,0,0,0.0,0,0.6983999999999999,0,8.586953,0,0.48401573,0.9911024178718664,0.0,0.13310145487011144,0.0,0,-0.008977651,0,2.688529672832892,0,-9.427756248502071,0,0.00013749991584435,0,1
465,43.949999999999996,0,0,0,0,0,0.0,0,0.69775,0,8.590136,0,0.4842253,0.9911203325662444,0.0,0.13296799003435755,0.0,0,-0.00898236,0,2.6861411925734098,0,-9.428413754585943,0,0.00013911188766284945,0,1
466,43.98,0,0,0,0,0,0.0,0,0.6971,0,8.593323,0,0.48443553,0.9911382391847864,0.0,0.13283444894183596,0.0,0,-0.008987028,0,2.683751909307814,0,-9.429073424250193,0,0.00014073029641957843,0,1
467,44.01,0,0,0,0,0,0.0,0,0.69645,0,8.596515,0,0.48464638,0.9911561376973184,0.0,0.13270083159096846,0.0,0,-0.008991654,0,2.6813615648416356,0,-9.429733395125297,0,0.0001423882137872948,0,1
468,44.04,0,0,0,0,0,0.0,0,0.6958,0,8.599711,0,0.48485792,0.9911740260982448,0.0,0.13256715274982678,0.0,0,-0.008996237,0,2.6789697984934726,0,-9.430391663031536,0,0.00014401802856051175,0,1
469,44.07,0,0,0,0,0,0.0,0,0.6951499999999999,0,8.602913,0,0.48507008,0.9911919063367484,0.0,0.13243339764773346,0.0,0,-0.009000777,0,2.6765772976178637,0,-9.43105099949812,0,0.00014568579112358222,0,1
470,44.1,0,0,0,0,0,0.0,0,0.6945,0,8.606119,0,0.4852829,0.9912097764111895,0.0,0.1322995810533043,0.0,0,-0.009005275,0,2.6741836950259246,0,-9.431709159637052,0,0.00014732563704791663,0,1
471,44.129999999999995,0,0,0,0,0,0.0,0,0.6938500000000001,0,8.60933,0,0.4854963,0.9912276382667364,0.0,0.13216568819534014,0.0,0,-0.009009729,0,2.6717890144551766,0,-9.432368351984444,0,0.0001490037160226425,0,1
472,44.16,0,0,0,0,0,0.0,0,0.6932,0,8.612547,0,0.48571038,0.99124548990571,0.0,0.13203173384300035,0.0,0,-0.00901414,0,2.6693928830374816,0,-9.433025744502034,0,0.0001506833541721357,0,1
473,44.19,0,0,0,0,0,0.0,0,0.69255,0,8.615768,0,0.48592502,0.9912633332692603,0.0,0.13189770322456446,0.0,0,-0.009018507,0,2.666996256809071,0,-9.433685977944352,0,0.00015243281343037482,0,1
474,44.22,0,0,0,0,0,0.0,0,0.6919,0,8.618995,0,0.48614028,0.9912811663636723,0.0,0.1317636111097351,0.0,0,-0.009022828,0,2.664598136718923,0,-9.434344135772681,0,0.0001541161611107627,0,1
475,44.25,0,0,0,0,0,0.0,0,0.69125,0,8.622226,0,0.48635614,0.9912989911260736,0.0,0.1316294427262711,0.0,0,-0.009027106,0,2.662199069817022,0,-9.435003471768091,0,0.00015586965590632965,0,1
476,44.28,0,0,0,0,0,0.0,0,0.6906,0,8.625462,0,0.4865726,0.9913168055667175,0.0,0.1314952128444177,0.0,0,-0.009031338,0,2.659798743380233,0,-9.435661243859435,0,0.00015759034587185594,0,1
