,timestamp,u0,u1,u2,u5,u6,u7,u8,u9,u4,u3,u_tilt,vx,vy,vz,q0,q1,q2,q3,acc_b_x,acc_b_y,acc_b_z,old_index
0,141116916.0,0.07680615629767952,0.07680615629767952,0.0977279713036225,0.10600028206976154,1.6535321879032841e-43,-0.10600027461918095,-1.6535321879032841e-43,0.23960000276565552,0.5339049739182435,0.09773552051103827,0.9999985098838806,0.21250388523555486,-0.11449019445299549,-1.1614248457978282,0.17220816067467454,-0.04126146834796013,0.0036946096288751583,0.9841891196780883,-0.5056842834001409,-0.1023211907699377,-9.773693811596216,1
1,151116916.0,0.05844161326920391,0.05844161326920391,0.07602215728559357,0.08258378075744004,1.6535321879032841e-43,-0.08258378075744004,-1.6535321879032841e-43,0.23952155278768592,0.506604823267096,0.07601836071318994,0.8527584809263749,-1.829993519960121,1.090961992002711,-0.00773081382569183,0.22046299305345332,-0.006918614642927423,-0.0018392868774494023,0.9753690675965377,0.3617007106003179,0.03612209757056711,-9.970881348821372,2
2,161116916.0,0.08300915059671375,0.08300915059671375,0.10681505163942037,0.0621090650822103,1.6535321879032841e-43,-0.0621090650822103,-1.6535321879032841e-43,0.23960000276565552,0.6571258306982818,0.10681170982788958,0.8412410076332975,-0.05487944115482696,-0.4324321840295602,1.1034054155838062,-0.28010537425842,-0.02841448474542371,-0.011941188132619343,0.9594743168383738,0.7084092369435495,0.09751838774899166,-10.368856452521984,3
3,171116916.0,-0.026489197431324125,-0.026489197431324125,-0.014206120161213896,-0.006534711060699177,2.2187465584652406e-34,0.006534711526360464,-2.2187465584652406e-34,-0.0939724416545664,0.686503973427526,-0.014215067208248161,0.6445011902447755,-1.4779373977436165,2.47453896160744,0.16109684518083375,0.3621988918262694,-0.046639176702654696,0.016511080074264967,0.9307868928754189,0.8983987904423792,0.410448959959704,-11.110504798635223,4
4,181116916.0,-0.10903943432405734,-0.10903943432405734,-0.08032939514032188,0.31758885085582733,1.7095841264762768e-43,-0.31758885085582733,-1.7095841264762768e-43,-0.14459988474845886,0.6415350386690232,-0.08038871185208643,0.6212264839262246,0.11657054145443824,-4.764478879102805,0.4574187593309018,-0.5149303906008954,-0.03636139295132578,0.12146987981592558,0.8478021760681128,-1.0621725689207513,-0.5993532689092543,-10.630050036224231,5
5,191116916.0,-0.06290034505327662,-0.06290034505327662,-0.06716335144003066,-0.12028154482741023,2.1901025074450242e-32,0.12028154482741023,-2.1901025074450242e-32,0.08526225477118586,0.48625571351527314,-0.0671566963362062,0.6178219602340292,2.3951848396985715,2.6534162462347757,-0.7121917857234746,-0.8344505648538856,0.014200475261850679,-0.03693812564401429,-0.5496601336360596,0.8462069626281333,0.39332192736337396,-8.838733297439058,6
6,201116916.0,-0.028649864586486072,-0.028649864586486072,-0.007866310652649878,-0.21385458047093592,1.6535321879032841e-43,0.21385458047093592,-1.6535321879032841e-43,-0.14459988474845886,0.5708033842440793,-0.007829482330511839,0.5256806978347577,-0.5012866520732856,3.630223605399667,-0.81720538839643,-0.35583731276042935,0.03721228810463196,-0.02923003358774898,-0.933349212556165,2.1777082285749,0.4946791829482232,-8.39338077738944,7
7,211116916.0,0.08449634859988485,0.08449634859988485,0.07798880330492602,-0.06780397579841886,-1.0280879399486648e-09,0.06780397579841886,1.0280879399486648e-09,-0.14459988474845886,0.6745675134658814,0.07794604301452637,0.4907186051560383,-1.0374254626725408,-6.2778156585757445,-0.9390865091986477,0.5979323101058024,0.01683937884982068,0.007726350398626049,-0.801332544256412,0.43938481054851963,0.0940440050636608,-12.096494166439243,8
8,221116916.0,-0.003056698707478004,-0.003056698707478004,0.008128818094634704,-0.7463768371298646,-0.030855232872888088,0.7463768174091464,0.03085522914759779,-0.14459988474845886,0.5539919097285277,0.008143077024895815,0.489637849519694,7.53195624368859,-0.8316858130729915,-0.4014808942358076,0.9873472452163696,0.10774052888154984,0.03029848448932171,0.11233668029308319,0.8866411964173375,1.250050789459853,-11.82123123412971,9
9,231116916.0,-0.10793973062056005,-0.10793973062056005,-0.10211910548285229,0.08900416732422498,-1.68577461604015e-09,-0.08900416732422498,1.68577461604015e-09,-0.14459988474845886,-0.028436436260129105,-0.10215228220987349,0.4660848996388335,-1.9356703045640045,5.483209636307289,1.0966490206116377,0.44944992661476135,-0.0360136607856448,0.01533138364859259,0.8924475383402696,1.2226748788099495,-0.10408161684191769,-9.472655428971033,10
